registered_number,route,component,page_file,title,route_state,sequence_number,source_bytes,dependency_count,primary_component,dependency_files,missing_imports,image_media_signals,interaction_signals,personal_voice_signals,design_tokens,error_signals,generic_signals,unknown_navigation_targets,boredom_risk,source_fingerprint,gift_present,memory,gift,compliment,message,surprise
"288","/love-memory-match-3d","LoveMemoryMatch3DPage","src/pages/LoveMemoryMatch3DPage.jsx","Three Dimensions of Our Memory","registered but not in sequence","","321574","4","page-specific JSX","src/pages/LoveMemoryMatch3DPage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","8","4132","bg-[ text-[ text-xs font-black text-emerald-700/70 text-6xl text-8xl text-emerald-600 text-lg rounded-[2rem]","","","","LOW","f0ff04290b02","true","the room-search conversation that started in Nepalgunj","a Sakai-to-Nepalgunj distance token","You are the best part of every future Abu imagines.","Samjhana, my Sanzu, Abu made the Love Memory Match 3d room around the room-search conversation that started in Nepalgunj. A small surprise: Abu remembers more than he says.","Keep this for the next time distance feels loud. You are the best part of every future Abu imagines. This page is Abu’s a memory ribbon tied to your favourite name for Bhuntu."
"289","/love-scratch-off-gallery-2","LoveScratchOffGallerySecondPage","src/pages/LoveScratchOffGallerySecondPage.jsx","A Second Gallery of Hidden Notes","registered but not in sequence","","321089","4","page-specific JSX","src/pages/LoveScratchOffGallerySecondPage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4129","bg-[ text-[ text-amber-200 text-xs font-black text-6xl text-8xl text-lg text-white/60 rounded-[2rem]","","","","LOW","b02101e5527a","true","dropping you at the Language Institute before Japan","a promise folded into a keepsake card","Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves.","Samjhana, my Sanu, Abu made the Love Scratch Off Gallery 2 room around dropping you at the Language Institute before Japan. This page is a soft place to land when your day is heavy","A small surprise: Abu remembers more than he says. Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves. This page is Abu’s a compliment save"
"290","/love-letter-archive-vault","LoveLetterArchiveVaultPage","src/pages/LoveLetterArchiveVaultPage.jsx","The Archive Abu Locked for You","sequence page 245","245","321148","4","page-specific JSX","src/pages/LoveLetterArchiveVaultPage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4130","bg-[ text-[ text-xs font-black text-6xl text-8xl rounded-2xl text-left border-[ bg-white/70","","","","LOW","b23839d6a5ec","true","late-night video calls between Nepalgunj and Sakai, Osaka","a bouquet of words for your soft days","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Sanu, Abu made the Love Letter Archive Vault room around late-night video calls between Nepalgunj and Sakai, Osaka. The gift inside is not expensive; it is specific to","This is a reminder that you are loved in the details. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a future postcard from the l"
"291","/love-spell-caster-studio","LoveSpellCasterStudioPage","src/pages/LoveSpellCasterStudioPage.jsx","Words That Make a Day Softer","sequence page 246","246","321277","4","page-specific JSX","src/pages/LoveSpellCasterStudioPage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4133","bg-[ text-[ text-violet-200 text-xs font-black text-6xl text-8xl rounded-[2rem] border-violet-200/15 bg-white/[.06]","","","","LOW","2a86d2000f48","true","the future light-blue scooter ride toward Bardiya","a compliment saved for your next tired day","Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight.","Samjhana, my Sanzu, Abu made the Love Spell Caster Studio room around the future light-blue scooter ride toward Bardiya. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight. This page is Abu’s a Sa"
"292","/love-potion-lab-2","LovePotionLab2Page","src/pages/LovePotionLab2Page.jsx","The Lab of Abu’s Feelings","sequence page 247","247","321705","4","page-specific JSX","src/pages/LovePotionLab2Page.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4133","bg-[ text-[ text-lime-200 text-xs font-black text-6xl text-8xl rounded-[2rem] border-lime-200/15 bg-white/[.06]","","","","LOW","404a8b098129","true","the future light-blue scooter ride toward Bardiya","a compliment saved for your next tired day","Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight.","Samjhana, my Bebo, Abu made the Love Potion Lab 2 room around the future light-blue scooter ride toward Bardiya. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight. This page is Abu’s a Sa"
"293","/couple-milestone-map-2","CoupleMilestoneMap2Page","src/pages/CoupleMilestoneMap2Page.jsx","A Second Map of Our Story","sequence page 248","248","321346","4","page-specific JSX","src/pages/CoupleMilestoneMap2Page.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4131","bg-[ text-[ text-xs font-black text-6xl text-8xl rounded-[2rem] rounded-[1.5rem] rounded-2xl text-left","","","","LOW","763aa2fac11d","true","Water Park laughter and the day moving too quickly","a future postcard from the light-blue scooter road","Your “huss” can make a long day feel close again.","Samjhana, my Sanzu, Abu made the Couple Milestone Map 2 room around Water Park laughter and the day moving too quickly. Read this slowly, Sanu. It was made for your exact heart.","This page is a soft place to land when your day is heavy. Your “huss” can make a long day feel close again. This page is Abu’s a Bageshwori memory pressed between two pages for Bhu"
"294","/secret-vault-2","SecretVaultSecondPage","src/pages/SecretVaultSecondPage.jsx","Secret Vault 2","sequence page 249","249","320930","4","page-specific JSX","src/pages/SecretVaultSecondPage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4130","bg-[ text-indigo-50 text-xs font-black text-indigo-300/70 text-6xl text-8xl rounded-[2.5rem] shadow-2xl border-indigo-200/15","","","","LOW","4339e1867435","true","Water Park laughter and the day moving too quickly","a Sakai-to-Nepalgunj distance token","Your “huss” can make a long day feel close again.","Samjhana, my Bhuntu, Abu made the Secret Vault 2 room around Water Park laughter and the day moving too quickly. A small surprise: Abu remembers more than he says.","Keep this for the next time distance feels loud. Your “huss” can make a long day feel close again. This page is Abu’s a memory ribbon tied to your favourite name for Sanu."
"295","/love-grand-finale-2","LoveGrandFinaleSecondPage","src/pages/LoveGrandFinaleSecondPage.jsx","Love Grand Finale 2","sequence page 250","250","321254","4","page-specific JSX","src/pages/LoveGrandFinaleSecondPage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4132","bg-gradient-to-b from-[ via-[ to-[ text-[ text-xs font-black text-6xl text-8xl text-lg","","","","LOW","e3b6c891f293","true","Chau-Chau, Panipuri, momo, and the foods that became our language","a compliment saved for your next tired day","Your kindness is one of the reasons Abu keeps choosing you.","Samjhana, my Sanu, Abu made the Love Grand Finale 2 room around Chau-Chau, Panipuri, momo, and the foods that became our language. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your kindness is one of the reasons Abu keeps choosing you. This page is Abu’s a Sakai-to-Nepalgunj "
"296","/future-house-builder-2","FutureHouseBuilderSecondPage","src/pages/FutureHouseBuilderSecondPage.jsx","Another Window into Our Future","sequence page 251","251","321259","4","page-specific JSX","src/pages/FutureHouseBuilderSecondPage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4134","bg-[ text-[ text-xs font-black text-emerald-700/70 text-6xl text-8xl text-lg rounded-[2rem] shadow-xl","","","","LOW","2d34c13235bb","true","Bageshwori Temple and the prayers we carried home","a compliment saved for your next tired day","Your smile makes Abu forget what he was worried about.","Samjhana, my Runchi, Abu made the Future House Builder 2 room around Bageshwori Temple and the prayers we carried home. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your smile makes Abu forget what he was worried about. This page is Abu’s a Sakai-to-Nepalgunj dista"
"297","/ultimate-300th-love-coronation","Ultimate300thLoveCoronationPage","src/pages/Ultimate300thLoveCoronationPage.jsx","The Grand Birthday Gift for Samjhana","sequence page 252","252","57011","10","Ultimate300thLoveCoronation","src/pages/Ultimate300thLoveCoronationPage.jsx | src/components/Ultimate300thLoveCoronation.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","57","43","text-amber-400 text-center rounded-3xl bg-slate-950 border-4 border-amber-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","71d1acbf943f","true","late-night video calls between Nepalgunj and Sakai, Osaka","a promise map for the places we still want to see","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Sanu, Abu made the Ultimate 300th Love Coronation room around late-night video calls between Nepalgunj and Sakai, Osaka. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a "
"298","/hall-of-fame","HallOfFamePage","src/pages/HallOfFamePage.jsx","Samjhana’s Hall of Abu’s Favourite Things","sequence page 253","253","114175","11","HallOfFame","src/pages/HallOfFamePage.jsx | src/components/HallOfFame.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/whatsappHelper.js","","33","58","251","text-amber-400 font-ui rounded-3xl border-4 border-amber-400 bg-gradient-to-br from-amber-950 via-slate-900 to-rose-950 text-white","","","","LOW","55d6030fe439","true","dropping you at the Language Institute before Japan","a soft landing place for a difficult day","Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves.","Samjhana, my Bhoot, Abu made the Hall Of Fame room around dropping you at the Language Institute before Japan. Keep this for the next time distance feels loud.","Read this slowly, Sanu. It was made for your exact heart. Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves. This page is Abu’s a bouquet "
"299","/bonus-arcade","BonusArcadePage","src/pages/BonusArcadePage.jsx","The Bonus Room of Small Surprises","registered but not in sequence","","16895","3","WorldShell","src/pages/BonusArcadePage.jsx | src/components/WorldShell.jsx | src/themes.js","","0","9","2","text-left rounded-2xl border-pink-300 shadow-md bg-white/90 border-rose-400 shadow-xl font-bold text-rose-600 font-ui","","interaction with low media","","LOW","bcf4101edf7e","true","late-night video calls between Nepalgunj and Sakai, Osaka","a birthday blessing written in Abu’s handwriting","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Bhoot, Abu made the Bonus Arcade room around late-night video calls between Nepalgunj and Sakai, Osaka. The gift inside is not expensive; it is specific to you.","This is a reminder that you are loved in the details. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a tiny cinema ticket for one"
"300","/room/1","Room1Page","src/pages/Room1Page.jsx","Room 1 — The First Door","registered but not in sequence","","8747","2","LoveScratchCard","src/pages/Room1Page.jsx | src/components/LoveScratchCard.jsx","","0","10","28","","","","","MEDIUM","86902abe8d86","true","Chau-Chau, Panipuri, momo, and the foods that became our language","a private letter from Abu","Your kindness is one of the reasons Abu keeps choosing you.","Samjhana, my Sanu, Abu made the 1 room around Chau-Chau, Panipuri, momo, and the foods that became our language. This is a reminder that you are loved in the details.","Open this when you miss Abu. Your kindness is one of the reasons Abu keeps choosing you. This page is Abu’s a promise folded into a keepsake card for Babe."
